Location,Shot_Number,Period,Game_Clock,Shot_Clock,Dribbles,Touch_Time,Shot_Dist,Pts_Type,Shot_Result,Player_Name
H,9,3,10:07:00 AM,11.6,0,1.5,19,2,missed,kobe bryant
H,10,3,8:27:00 AM,15.4,2,3,6.3,2,missed,kobe bryant
H,11,3,8:27:00 AM,15.2,0,0,5.4,2,missed,kobe bryant
H,12,3,6:25:00 AM,13.5,11,10.4,3.5,2,missed,kobe bryant
H,13,3,4:20:00 AM,20.7,0,0.7,1.2,2,made,kobe bryant
H,14,3,3:35:00 AM,1.9,5,7.4,0.8,2,made,kobe bryant
H,15,3,2:30:00 AM,6.1,0,3.8,11.9,2,made,kobe bryant
H,16,4,2:46:00 AM,8.8,3,7.5,7.1,2,made,kobe bryant
H,17,4,12:07:00 AM,,12,13,13,2,made,kobe bryant
H,18,4,12:01:00 AM,,1,1.6,25.8,3,missed,kobe bryant
H,1,2,3:35:00 AM,10,6,7,6.8,2,missed,kobe bryant
H,2,2,3:33:00 AM,24,0,0,0.8,2,missed,kobe bryant
H,3,2,2:42:00 AM,18,0,0.7,1.7,2,made,kobe bryant
H,4,2,1:35:00 AM,3.3,2,5.6,13.3,2,missed,kobe bryant
H,5,3,7:26:00 AM,11.5,0,1,2.6,2,missed,kobe bryant
H,6,3,5:34:00 AM,11.6,0,0.8,23.3,3,made,kobe bryant
H,7,3,4:17:00 AM,18.3,0,1.1,25,3,made,kobe bryant
H,8,3,3:30:00 AM,6.3,3,2.8,16.4,2,missed,kobe bryant
H,9,3,3:17:00 AM,15.3,1,5.7,17.1,2,missed,kobe bryant
H,10,3,1:43:00 AM,6,1,5.8,6.1,2,made,kobe bryant
H,11,4,4:15:00 AM,11,1,2.1,6.6,2,missed,kobe bryant
H,12,4,3:02:00 AM,15.1,3,7,1.8,2,made,kobe bryant
H,13,4,2:28:00 AM,18.5,1,3.1,23.7,3,missed,kobe bryant
H,14,4,1:12:00 AM,18,0,1.1,24.5,3,missed,kobe bryant
H,15,4,12:12:00 AM,,0,0,25.6,3,missed,kobe bryant
H,1,1,11:44:00 AM,12.8,1,1.9,8.4,2,made,kobe bryant
H,2,1,10:08:00 AM,9.6,1,7.1,20.3,2,made,kobe bryant
H,3,1,8:14:00 AM,4.2,1,2.3,15.5,2,missed,kobe bryant
H,4,1,6:32:00 AM,4.1,3,4.2,13.3,2,made,kobe bryant
H,5,1,5:14:00 AM,9.1,7,5.5,13.3,2,missed,kobe bryant
H,6,1,4:32:00 AM,23.1,0,1.3,11.6,2,made,kobe bryant
H,7,1,3:42:00 AM,3.9,1,6,13.4,2,missed,kobe bryant
H,8,2,5:23:00 AM,9.4,0,5.9,6.7,2,made,kobe bryant
H,9,2,12:35:00 AM,11.6,3,5.5,25.5,3,missed,kobe bryant
H,10,3,9:25:00 AM,7.3,1,3.8,6.8,2,made,kobe bryant
H,11,4,8:35:00 AM,12.6,3,4.5,15.4,2,made,kobe bryant
H,12,4,7:00:00 AM,7.5,2,4.9,16.7,2,missed,kobe bryant
H,13,4,5:15:00 AM,5.6,1,4,14.3,2,missed,kobe bryant
H,14,4,4:56:00 AM,14.9,9,7.3,4.4,2,missed,kobe bryant
H,15,4,4:53:00 AM,23.6,0,0.8,4.9,2,made,kobe bryant
H,16,4,3:36:00 AM,14,11,11.6,11.5,2,made,kobe bryant
H,17,4,2:41:00 AM,8.1,12,14.2,12.5,2,missed,kobe bryant
H,18,4,2:01:00 AM,5,1,5,17,2,missed,kobe bryant
H,19,4,1:16:00 AM,18.2,7,6,2.7,2,missed,kobe bryant
H,20,4,12:36:00 AM,3,20,17.7,13.3,2,missed,kobe bryant
H,21,4,12:03:00 AM,,1,8.6,21.9,2,missed,kobe bryant
H,22,5,1:21:00 AM,16.8,1,3.4,11.1,2,made,kobe bryant
H,23,5,12:53:00 AM,16.9,7,6.7,9.5,2,missed,kobe bryant
H,24,5,12:15:00 AM,,3,3,28.3,3,missed,kobe bryant
A,1,1,10:42:00 AM,12.1,0,0.9,18.6,2,missed,kobe bryant
A,2,1,8:40:00 AM,18.5,8,6.8,19.7,2,missed,kobe bryant
A,3,1,3:34:00 AM,16.4,9,8.2,20.4,2,missed,kobe bryant
A,4,1,3:19:00 AM,13.4,3,5.9,13.1,2,missed,kobe bryant
A,5,1,3:10:00 AM,23.7,0,0.8,3.5,2,missed,kobe bryant
A,6,1,1:59:00 AM,14.1,0,3.4,17.5,2,missed,kobe bryant
A,7,1,1:29:00 AM,3.7,2,5.4,0.1,2,missed,kobe bryant
A,8,2,7:02:00 AM,5.8,0,1.2,34.6,3,missed,kobe bryant
A,9,2,5:01:00 AM,8.9,3,4.4,16.9,2,made,kobe bryant
A,10,2,3:12:00 AM,18,5,5.8,4.4,2,made,kobe bryant
A,11,2,1:19:00 AM,12,0,0.7,23.9,3,made,kobe bryant
A,12,2,12:22:00 AM,13.6,0,1.3,26.2,3,missed,kobe bryant
A,13,3,11:46:00 AM,20.5,2,2.4,19.6,2,missed,kobe bryant
A,14,3,10:36:00 AM,13.5,0,0.8,19.7,2,missed,kobe bryant
A,15,3,6:58:00 AM,12,0,1.2,15,2,made,kobe bryant
A,16,3,5:19:00 AM,14.4,3,4.2,18.4,2,missed,kobe bryant
A,17,3,5:12:00 AM,23,0,1.4,8.5,2,missed,kobe bryant
A,18,3,3:49:00 AM,17.2,8,7.3,20.6,2,missed,kobe bryant
A,19,3,2:20:00 AM,13.3,10,10.1,8.7,2,made,kobe bryant
A,20,3,1:53:00 AM,13.9,0,1,16.1,2,missed,kobe bryant
A,21,3,12:52:00 AM,13.5,1,1,22.4,2,made,kobe bryant
A,22,3,12:07:00 AM,,9,6.3,25.3,3,missed,kobe bryant
A,1,1,11:34:00 AM,,0,1,24.8,3,made,kobe bryant
A,2,1,9:18:00 AM,,2,5.3,5.6,2,missed,kobe bryant
A,3,1,8:23:00 AM,,6,7,25.6,3,missed,kobe bryant
A,4,1,3:54:00 AM,9.2,0,3.1,23.1,3,missed,kobe bryant
A,5,1,2:13:00 AM,0.9,0,1.2,15.4,2,missed,kobe bryant
A,6,1,1:48:00 AM,5.7,4,7.2,10.5,2,missed,kobe bryant
A,7,2,6:23:00 AM,11.5,0,0.7,2.2,2,made,kobe bryant
A,8,2,5:26:00 AM,11,2,3.2,16.7,2,made,kobe bryant
A,9,2,4:39:00 AM,8.8,3,7.7,17.7,2,made,kobe bryant
A,10,2,2:21:00 AM,4.2,1,8.2,15.4,2,made,kobe bryant
A,11,2,12:04:00 AM,4,6,7.7,2.4,2,made,kobe bryant
A,12,3,11:12:00 AM,16.5,2,5.8,22.3,2,made,kobe bryant
A,13,3,9:02:00 AM,17,5,5.5,14.5,2,missed,kobe bryant
A,14,3,7:34:00 AM,10.9,1,2.6,19.5,2,missed,kobe bryant
A,15,3,5:24:00 AM,6.1,2,2.4,18.1,2,missed,kobe bryant
A,16,3,5:13:00 AM,14.3,9,8.9,19.2,2,made,kobe bryant
A,17,3,4:15:00 AM,19.1,4,2.9,25.3,3,missed,kobe bryant
A,18,3,3:08:00 AM,6.9,0,1,2.1,2,missed,kobe bryant
A,19,3,2:20:00 AM,4.7,1,3.5,31.9,3,missed,kobe bryant
A,20,3,1:40:00 AM,12,0,1.3,10.8,2,missed,kobe bryant
A,21,3,1:26:00 AM,14.7,3,4.9,4.4,2,missed,kobe bryant
A,22,3,12:32:00 AM,12.7,0,0.9,25.6,3,missed,kobe bryant
A,23,4,7:07:00 AM,7.6,1,4.6,12.8,2,missed,kobe bryant
A,24,4,5:03:00 AM,14.1,9,9.3,7.1,2,made,kobe bryant
A,25,4,4:30:00 AM,10.7,13,12.6,21.8,2,missed,kobe bryant
A,26,4,3:00:00 AM,11.6,12,10.8,12.8,2,missed,kobe bryant
A,27,4,1:44:00 AM,10.4,1,6,21.6,2,made,kobe bryant
A,28,4,1:10:00 AM,9.5,2,2.9,27.3,3,missed,kobe bryant
A,1,1,10:47:00 AM,1.6,1,3.6,15.3,2,made,kobe bryant
A,2,1,7:27:00 AM,7.6,2,2.3,18.2,2,missed,kobe bryant
A,3,1,4:16:00 AM,15,10,9.6,23.3,3,made,kobe bryant
A,4,1,3:38:00 AM,20,6,5.4,26,3,missed,kobe bryant
A,5,1,12:59:00 AM,14.3,0,2.9,16.2,2,made,kobe bryant
A,6,2,6:32:00 AM,21.1,0,0.8,2.2,2,made,kobe bryant
A,7,2,4:59:00 AM,15,0,1.2,22.8,3,made,kobe bryant
A,8,2,12:58:00 AM,12.5,11,11.9,24.8,3,made,kobe bryant
A,9,2,12:13:00 AM,8.6,0,1.9,25.4,3,missed,kobe bryant
A,10,3,10:47:00 AM,12.7,0,0.7,25.5,3,missed,kobe bryant
A,11,4,4:43:00 AM,13,10,11,19.2,2,made,kobe bryant
A,12,4,4:19:00 AM,14.4,13,9.3,26,3,missed,kobe bryant
A,13,4,4:13:00 AM,22.5,1,2.2,5.6,2,made,kobe bryant
A,14,4,3:48:00 AM,11.9,15,11.2,20,2,missed,kobe bryant
A,15,4,3:07:00 AM,9,2,2.9,14.6,2,missed,kobe bryant
A,16,4,2:27:00 AM,20.5,2,3,9.6,2,made,kobe bryant
A,17,4,1:12:00 AM,8.8,0,0,16.6,2,made,kobe bryant
A,18,4,12:23:00 AM,6.6,8,10.7,20.4,2,missed,kobe bryant
H,1,1,10:53:00 AM,18.2,0,1.8,24.1,3,missed,kobe bryant
H,2,1,10:21:00 AM,12,1,2.3,22.3,2,made,kobe bryant
H,3,1,9:49:00 AM,14.5,0,1.2,22.7,2,missed,kobe bryant
H,4,1,8:54:00 AM,15.4,5,7.4,16.8,2,made,kobe bryant
H,5,1,8:29:00 AM,15,1,4,14.8,2,missed,kobe bryant
H,6,1,7:27:00 AM,15.4,6,9.3,15.4,2,made,kobe bryant
H,7,1,6:14:00 AM,18.6,3,3.9,21.9,2,made,kobe bryant
H,8,1,5:45:00 AM,12.6,2,3.1,24.7,3,missed,kobe bryant
H,9,1,2:31:00 AM,9.1,6,9.8,14.9,2,made,kobe bryant
H,10,1,1:52:00 AM,13,0,4.4,28,3,made,kobe bryant
H,11,1,1:25:00 AM,17.6,2,3.7,25.8,3,missed,kobe bryant
H,12,1,12:41:00 AM,4.2,4,9.5,12.4,2,missed,kobe bryant
H,13,1,12:36:00 AM,23.4,0,0,24.5,3,made,kobe bryant
H,14,2,6:58:00 AM,12.9,3,3.6,19.8,2,missed,kobe bryant
H,15,2,6:41:00 AM,23.9,0,0,2.2,2,missed,kobe bryant
H,16,2,5:45:00 AM,20.5,0,1,25.4,3,missed,kobe bryant
H,17,2,5:00:00 AM,15.2,0,1,15.7,2,missed,kobe bryant
H,18,2,3:57:00 AM,19.7,1,4.1,19.6,2,made,kobe bryant
H,19,2,3:24:00 AM,14.4,15,11.2,26.1,3,missed,kobe bryant
H,20,2,2:54:00 AM,5.9,1,3.6,14.8,2,made,kobe bryant
H,21,2,2:07:00 AM,20,0,1.2,25.7,3,made,kobe bryant
H,22,2,12:59:00 AM,18.2,2,3.4,14.6,2,missed,kobe bryant
H,23,2,12:51:00 AM,18.6,0,0.9,22.5,2,missed,kobe bryant
H,24,2,12:05:00 AM,,4,4.9,26.8,3,missed,kobe bryant
H,25,3,10:22:00 AM,9.3,2,3.5,24,3,missed,kobe bryant
H,26,3,9:27:00 AM,18.3,6,6,15.8,2,missed,kobe bryant
H,27,3,7:45:00 AM,17.7,0,1.2,24.8,3,missed,kobe bryant
H,28,3,6:32:00 AM,8.9,4,5,2.6,2,made,kobe bryant
H,29,3,5:02:00 AM,5.1,17,17.4,17.3,2,made,kobe bryant
H,30,3,3:54:00 AM,24,0,0.9,3.2,2,made,kobe bryant
H,31,3,3:25:00 AM,15.7,8,8,8.4,2,missed,kobe bryant
H,32,3,2:09:00 AM,21,4,4.4,18.4,2,made,kobe bryant
H,33,3,1:02:00 AM,16.5,8,8.1,3,2,made,kobe bryant
H,34,3,12:06:00 AM,,14,15.1,27.6,3,missed,kobe bryant
H,1,1,8:22:00 AM,11,0,1.1,9,2,missed,kobe bryant
H,2,1,5:29:00 AM,12.8,0,0.6,1.5,2,missed,kobe bryant
H,3,1,3:30:00 AM,11.4,7,6.8,15.5,2,missed,kobe bryant
H,4,2,12:33:00 AM,10.5,1,5.1,24.5,3,missed,kobe bryant
H,5,3,11:11:00 AM,6.1,0,4.9,16.6,2,missed,kobe bryant
H,6,3,10:38:00 AM,15.3,1,1.3,21.6,2,missed,kobe bryant
H,7,3,6:40:00 AM,17.8,0,1,26.3,3,missed,kobe bryant
H,8,3,4:35:00 AM,16.5,7,7.1,10.8,2,missed,kobe bryant
H,9,3,3:54:00 AM,10.5,0,1.8,24.9,3,missed,kobe bryant
H,10,3,12:28:00 AM,9.9,11,14.1,12.8,2,missed,kobe bryant
H,11,4,11:02:00 AM,8.3,0,1.2,16.2,2,made,kobe bryant
H,12,4,9:47:00 AM,4.9,0,1.5,24.8,3,missed,kobe bryant
H,13,4,8:52:00 AM,8,6,6.9,8.8,2,missed,kobe bryant
H,14,4,8:12:00 AM,20.3,0,1.3,24.8,3,missed,kobe bryant
A,1,1,7:12:00 AM,19.4,0,0.7,4.6,2,made,kobe bryant
A,2,1,5:30:00 AM,9.1,2,2.8,16.2,2,missed,kobe bryant
A,3,1,4:20:00 AM,13.7,0,0.8,24.8,3,missed,kobe bryant
A,4,1,3:54:00 AM,6.5,10,10.5,12.6,2,made,kobe bryant
A,5,1,2:32:00 AM,9.7,1,1.3,26.3,3,made,kobe bryant
A,6,1,1:59:00 AM,7.2,5,4.6,27,3,made,kobe bryant
A,7,1,1:38:00 AM,10.1,0,3.1,23.8,3,made,kobe bryant
A,8,1,1:10:00 AM,15,2,3.7,17.1,2,missed,kobe bryant
A,9,1,12:03:00 AM,,1,2,23.4,3,missed,kobe bryant
A,10,2,4:52:00 AM,17.8,7,7,17,2,made,kobe bryant
A,11,2,4:13:00 AM,10.5,2,3.8,5.1,2,missed,kobe bryant
A,12,2,2:00:00 AM,5.4,20,18.9,16.8,2,missed,kobe bryant
A,13,2,12:44:00 AM,8.4,2,4.8,11.9,2,missed,kobe bryant
A,14,2,12:39:00 AM,3.6,1,2.7,16.8,2,missed,kobe bryant
A,15,2,12:06:00 AM,2.6,0,1,25,3,missed,kobe bryant
A,16,3,8:24:00 AM,17.7,3,2.6,21,2,missed,kobe bryant
A,17,3,6:08:00 AM,9.8,1,2,18,2,missed,kobe bryant
A,18,3,5:23:00 AM,3.4,0,1.3,25.1,3,made,kobe bryant
A,19,3,2:49:00 AM,7.2,2,2,2.3,2,made,kobe bryant
A,20,3,2:13:00 AM,4.4,6,5.8,15.8,2,missed,kobe bryant
A,21,3,1:45:00 AM,20.7,1,1.9,24.6,3,missed,kobe bryant
A,22,3,1:11:00 AM,12.7,10,11.2,9.3,2,missed,kobe bryant
A,23,3,1:07:00 AM,9.2,1,1.5,3.9,2,missed,kobe bryant
A,24,3,12:36:00 AM,10.9,6,7.1,1.5,2,missed,kobe bryant
A,25,4,8:45:00 AM,15.3,0,2.4,27.6,3,made,kobe bryant
A,26,4,8:07:00 AM,12.1,9,10.2,25.4,3,missed,kobe bryant
A,27,4,7:29:00 AM,5.8,4,3.8,17.5,2,made,kobe bryant
A,28,4,4:14:00 AM,10.3,3,3.3,25.2,3,missed,kobe bryant
A,1,1,5:41:00 AM,7.8,0,1.1,19.7,2,missed,kobe bryant
A,2,1,5:12:00 AM,8,0,1.4,6.8,2,missed,kobe bryant
A,3,1,2:46:00 AM,12.8,1,1.4,17.9,2,made,kobe bryant
A,4,1,1:08:00 AM,13,0,0.8,23,3,missed,kobe bryant
A,5,1,12:05:00 AM,,0,1.2,24.9,3,missed,kobe bryant
A,6,2,6:02:00 AM,16,0,0.9,22.5,3,made,kobe bryant
A,7,2,5:07:00 AM,13.6,1,1.7,15.4,2,made,kobe bryant
A,8,2,3:25:00 AM,6.1,2,4.8,4.3,2,missed,kobe bryant
A,9,2,2:04:00 AM,14.5,1,2.9,15.7,2,missed,kobe bryant
A,10,2,1:52:00 AM,20,0,0.7,2.7,2,made,kobe bryant
A,11,2,12:23:00 AM,20.3,4,4.9,1.3,2,missed,kobe bryant
A,12,3,10:43:00 AM,10,1,1.6,7.9,2,missed,kobe bryant
A,13,3,9:31:00 AM,8.9,1,2.2,8.4,2,missed,kobe bryant
A,14,3,7:37:00 AM,18.5,5,4.4,12,2,made,kobe bryant
A,15,3,5:47:00 AM,4.1,0,1.1,25.2,3,missed,kobe bryant
A,16,3,5:04:00 AM,3.5,1,3.7,14.5,2,made,kobe bryant
A,17,3,4:14:00 AM,2.6,0,1,27.7,3,missed,kobe bryant
A,18,3,3:51:00 AM,20,2,4,6.6,2,made,kobe bryant
A,19,3,2:53:00 AM,6.5,2,4.7,13.8,2,missed,kobe bryant
A,20,4,6:25:00 AM,2.6,2,3.3,16.5,2,missed,kobe bryant
A,21,4,5:18:00 AM,18.6,2,4,24.8,3,made,kobe bryant
A,22,4,4:45:00 AM,9,0,2.1,27,3,missed,kobe bryant
A,23,4,2:28:00 AM,9.4,3,3.6,19.6,2,made,kobe bryant
A,24,4,1:35:00 AM,13,0,0.8,24.6,3,made,kobe bryant
A,25,4,1:04:00 AM,10.3,0,1,24.9,3,missed,kobe bryant
A,26,4,12:04:00 AM,,0,0.7,25.3,3,missed,kobe bryant
H,1,1,8:46:00 AM,17.5,7,6.4,21.2,2,missed,kobe bryant
H,2,1,8:08:00 AM,18.6,5,5.6,25.3,3,missed,kobe bryant
H,3,1,7:16:00 AM,8,0,1.6,22.4,2,made,kobe bryant
H,4,1,2:59:00 AM,15,0,1,26.8,3,missed,kobe bryant
H,5,2,6:39:00 AM,17.4,0,0.9,21.3,2,missed,kobe bryant
H,6,2,5:59:00 AM,2.3,2,4.7,19,2,missed,kobe bryant
H,7,2,5:19:00 AM,13.9,1,5.5,11.9,2,missed,kobe bryant
H,8,2,3:20:00 AM,13,1,4.5,17.7,2,made,kobe bryant
H,9,2,2:06:00 AM,14.4,2,4.2,25.6,3,missed,kobe bryant
H,10,2,1:41:00 AM,13.6,4,3.8,1,2,made,kobe bryant
H,11,2,12:31:00 AM,14.6,6,8.4,16.4,2,made,kobe bryant
H,12,3,10:51:00 AM,15.7,0,1,22.7,2,made,kobe bryant
H,13,3,8:20:00 AM,9.4,4,3.5,16.9,2,missed,kobe bryant
H,14,3,4:08:00 AM,18.6,4,4.5,24.7,3,made,kobe bryant
H,15,3,2:20:00 AM,2.9,9,10.2,15.5,2,missed,kobe bryant
H,16,4,7:28:00 AM,14,0,0.7,23.6,2,made,kobe bryant
H,17,4,5:04:00 AM,20.7,1,4,8.2,2,missed,kobe bryant
H,18,4,3:12:00 AM,10,0,1.1,25.6,3,missed,kobe bryant
H,19,4,2:58:00 AM,13.9,5,9.9,3.7,2,missed,kobe bryant
H,20,4,2:19:00 AM,1.7,4,4.5,19.9,2,missed,kobe bryant
H,1,1,11:10:00 AM,3.7,0,1.4,26.6,3,missed,kobe bryant
H,2,1,8:45:00 AM,12,2,2.2,20.2,2,missed,kobe bryant
H,3,1,5:28:00 AM,20,0,0.4,8.7,2,missed,kobe bryant
H,4,1,3:39:00 AM,13.8,1,1.4,7.1,2,made,kobe bryant
H,5,1,2:52:00 AM,10.4,2,1,20.2,2,made,kobe bryant
H,6,1,2:29:00 AM,12.1,0,0.7,25.9,3,made,kobe bryant
H,7,1,1:25:00 AM,7,1,2.4,23.8,3,missed,kobe bryant
H,8,1,12:35:00 AM,18.3,4,5.3,3.9,2,missed,kobe bryant
H,9,2,6:30:00 AM,18,6,5.6,15.4,2,made,kobe bryant
H,10,2,5:56:00 AM,13.9,0,4.1,19.2,2,missed,kobe bryant
H,11,2,2:49:00 AM,16.8,0,0.8,25.3,3,made,kobe bryant
H,12,2,2:00:00 AM,13.2,3,5.7,3.3,2,missed,kobe bryant
H,13,2,1:07:00 AM,12.4,8,11.3,4.3,2,made,kobe bryant
H,14,2,12:24:00 AM,16.3,11,7.7,17.6,2,missed,kobe bryant
H,15,3,10:54:00 AM,15.2,2,3,12.8,2,missed,kobe bryant
H,16,3,9:33:00 AM,19.2,1,1.5,4.3,2,missed,kobe bryant
H,17,3,9:11:00 AM,21.6,3,4.3,6.7,2,made,kobe bryant
H,18,3,7:27:00 AM,15,1,1.6,5.2,2,missed,kobe bryant
H,19,3,6:49:00 AM,11.1,0,3,10.5,2,missed,kobe bryant
H,20,3,5:17:00 AM,19.5,1,1.8,2.9,2,missed,kobe bryant
H,21,3,4:03:00 AM,15.8,0,2.3,22.6,2,missed,kobe bryant
H,22,3,3:19:00 AM,14.7,9,7.9,5.6,2,missed,kobe bryant
H,23,3,2:19:00 AM,23.2,0,0.9,9.1,2,missed,kobe bryant
H,24,3,12:30:00 AM,8.3,20,15.7,7.6,2,made,kobe bryant
H,25,4,11:05:00 AM,21.2,3,4.2,3.4,2,made,kobe bryant
H,26,4,10:43:00 AM,12.1,1,3.6,24.5,3,missed,kobe bryant
H,27,4,9:24:00 AM,10.8,0,0.6,3.7,2,missed,kobe bryant
H,28,4,8:14:00 AM,18.3,2,3,20.3,2,made,kobe bryant
H,29,4,7:42:00 AM,13,0,1.1,21.6,2,made,kobe bryant
H,30,4,6:35:00 AM,14.9,0,0.8,16.8,2,missed,kobe bryant
H,31,4,6:11:00 AM,13.4,11,11.1,8.2,2,made,kobe bryant
H,32,4,5:19:00 AM,10.5,6,7.8,14.9,2,missed,kobe bryant
H,33,4,4:33:00 AM,19.9,2,2.3,2.4,2,missed,kobe bryant
H,34,4,2:25:00 AM,7.1,15,13.9,18.2,2,made,kobe bryant
H,35,4,1:09:00 AM,11.5,13,11.6,24.3,3,made,kobe bryant
H,36,4,12:44:00 AM,16.1,6,7.8,8.9,2,missed,kobe bryant
H,37,4,12:19:00 AM,,0,0.4,25.1,3,missed,kobe bryant
A,1,1,10:54:00 AM,7.8,4,6.8,12.4,2,missed,kobe bryant
A,2,1,10:31:00 AM,9.7,0,0.9,25.8,3,missed,kobe bryant
A,3,1,7:06:00 AM,11.9,2,2.4,20,2,missed,kobe bryant
A,4,1,5:30:00 AM,3.8,8,8.7,9.5,2,missed,kobe bryant
A,5,1,4:51:00 AM,14.4,2,3.5,20.5,2,made,kobe bryant
A,6,1,4:27:00 AM,10.1,4,3.8,18,2,made,kobe bryant
A,7,2,6:59:00 AM,4.7,3,5,16.4,2,missed,kobe bryant
A,8,2,4:01:00 AM,12.8,2,2.5,20.8,2,missed,kobe bryant
A,9,2,2:11:00 AM,11.1,2,3.6,8.7,2,missed,kobe bryant
A,10,2,12:09:00 AM,3.4,2,3,1.8,2,made,kobe bryant
A,11,3,10:34:00 AM,5.4,0,1.4,27.1,3,missed,kobe bryant
A,12,3,10:13:00 AM,17.1,4,7.2,6.2,2,missed,kobe bryant
A,13,3,9:47:00 AM,21.8,0,0.7,2.7,2,made,kobe bryant
A,14,3,8:17:00 AM,8.2,0,1.1,22,2,made,kobe bryant
A,15,3,7:58:00 AM,20.7,3,6,4.7,2,made,kobe bryant
A,16,3,7:08:00 AM,5.2,4,6.3,15.4,2,made,kobe bryant
A,17,3,6:13:00 AM,6.8,0,3.4,24.4,2,missed,kobe bryant
A,18,3,5:36:00 AM,4.5,1,1.8,26.1,3,made,kobe bryant
A,19,3,4:39:00 AM,15,5,4.8,21.2,2,made,kobe bryant
A,20,3,4:12:00 AM,12.5,7,3.7,22.2,2,made,kobe bryant
A,21,3,2:57:00 AM,2.2,5,6.3,31.7,3,missed,kobe bryant
A,22,3,2:37:00 AM,13.9,3,4.8,7.1,2,made,kobe bryant
A,23,3,2:01:00 AM,12.2,6,6.4,20.3,2,made,kobe bryant
A,24,3,12:49:00 AM,12.3,2,5,29.2,3,missed,kobe bryant
A,25,4,8:27:00 AM,3.6,5,5.8,25.4,3,missed,kobe bryant
A,26,4,7:16:00 AM,19,0,0.7,23,2,missed,kobe bryant
A,27,4,5:13:00 AM,13.5,3,3.3,8.9,2,missed,kobe bryant
A,28,4,2:29:00 AM,16.4,1,4.1,18.7,2,missed,kobe bryant
H,1,1,7:22:00 AM,14.8,5,4.4,1.8,2,made,kobe bryant
H,2,1,5:55:00 AM,9,0,3.2,20.3,2,made,kobe bryant
H,3,2,8:11:00 AM,18.4,5,5.9,24.6,3,missed,kobe bryant
H,4,2,4:36:00 AM,13.9,0,1.3,22.5,3,made,kobe bryant
H,5,2,4:14:00 AM,12.7,1,1.9,25.4,3,missed,kobe bryant
H,6,2,12:56:00 AM,14,3,4,5.2,2,made,kobe bryant
H,7,3,11:03:00 AM,16.7,7,7,13.6,2,missed,kobe bryant
H,8,3,7:53:00 AM,13.6,4,4.9,0.9,2,made,kobe bryant
H,9,4,8:09:00 AM,10.8,0,1.2,17.9,2,missed,kobe bryant
H,10,4,6:20:00 AM,10,0,1,14.5,2,missed,kobe bryant
H,11,4,3:30:00 AM,4.4,0,1.8,25.9,3,missed,kobe bryant
H,12,4,2:45:00 AM,9.1,0,1.2,18.5,2,missed,kobe bryant
H,13,4,1:19:00 AM,5.9,2,7.1,14.9,2,made,kobe bryant
H,14,4,12:30:00 AM,13,1,3.8,17,2,missed,kobe bryant
H,15,4,12:19:00 AM,,2,2,25.3,3,missed,kobe bryant
A,1,1,11:31:00 AM,13.3,0,0.8,18.2,2,missed,kobe bryant
A,2,1,10:03:00 AM,9.2,0,0.8,15.8,2,made,kobe bryant
A,3,1,8:54:00 AM,7.5,1,2.7,22.4,2,missed,kobe bryant
A,4,1,7:26:00 AM,15.5,0,0.8,18.6,2,missed,kobe bryant
A,5,1,7:20:00 AM,22.1,1,1.1,3.5,2,made,kobe bryant
A,6,1,5:20:00 AM,9.9,7,8.7,11.9,2,missed,kobe bryant
A,7,2,8:18:00 AM,4.2,9,8.6,8.9,2,made,kobe bryant
A,8,2,7:20:00 AM,11.3,7,6.7,12.8,2,made,kobe bryant
A,9,2,6:28:00 AM,8.4,13,8.8,17.6,2,made,kobe bryant
A,10,2,5:58:00 AM,9.1,4,2.6,18.2,2,missed,kobe bryant
A,11,2,4:55:00 AM,19,1,3.4,10.4,2,missed,kobe bryant
A,12,2,3:50:00 AM,3,2,2.1,27.3,3,made,kobe bryant
A,13,2,2:24:00 AM,0,13,10.9,21.1,2,missed,kobe bryant
A,14,2,2:07:00 AM,22.6,2,2.8,2.3,2,made,kobe bryant
A,15,2,12:57:00 AM,9.9,18,14.7,3,2,missed,kobe bryant
A,16,3,11:20:00 AM,15.5,0,0.8,20.4,2,missed,kobe bryant
A,17,3,9:12:00 AM,11.3,3,5.1,13,2,made,kobe bryant
A,18,3,7:45:00 AM,14.2,4,5.1,24.5,3,missed,kobe bryant
A,19,3,6:15:00 AM,14.3,0,1,2.8,2,made,kobe bryant
A,20,3,5:23:00 AM,1.6,7,7.3,26.8,3,missed,kobe bryant
A,21,3,4:56:00 AM,15.2,0,1.2,24.4,3,made,kobe bryant
A,22,3,3:05:00 AM,10.1,3,4.6,21,2,missed,kobe bryant
A,23,3,2:59:00 AM,21.6,1,2.6,9.4,2,missed,kobe bryant
A,24,3,12:55:00 AM,3.2,20,17.8,4.2,2,made,kobe bryant
A,25,3,12:35:00 AM,12.9,14,11,4.9,2,missed,kobe bryant
H,1,1,9:01:00 AM,23.4,0,0,7.2,2,missed,kobe bryant
H,2,1,8:40:00 AM,7.6,0,0.9,22.6,2,made,kobe bryant
H,3,1,8:05:00 AM,10,0,1.9,17.2,2,missed,kobe bryant
H,4,1,7:09:00 AM,4.6,1,3.7,20.3,2,made,kobe bryant
H,5,1,6:15:00 AM,11.1,0,2.2,21.7,2,missed,kobe bryant
H,6,1,5:37:00 AM,6.3,4,5.6,17.3,2,missed,kobe bryant
H,7,1,4:48:00 AM,9.6,3,3.7,7.9,2,made,kobe bryant
